,Mutation Rate,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,Gen 15,Gen 16,Gen 17,Gen 18,Gen 19,Gen 20,Gen 21,Gen 22,Gen 23,Gen 24,Gen 25,Gen 26,Gen 27,Gen 28,Gen 29,Gen 30,Gen 31,Gen 32,Gen 33,Gen 34,Gen 35,Gen 36,Gen 37,Gen 38,Gen 39,Gen 40,Gen 41,Gen 42,Gen 43,Gen 44,Gen 45,Gen 46,Gen 47,Gen 48,Gen 49,Gen 50,Gen 51,Gen 52,Gen 53,Gen 54,Gen 55,Gen 56,Gen 57,Gen 58,Gen 59,Gen 60,Gen 61,Gen 62,Gen 63,Gen 64,Gen 65,Gen 66,Gen 67,Gen 68,Gen 69,Gen 70,Gen 71,Gen 72,Gen 73,Gen 74,Gen 75,Gen 76,Gen 77,Gen 78,Gen 79,Gen 80,Gen 81,Gen 82,Gen 83,Gen 84,Gen 85,Gen 86,Gen 87,Gen 88,Gen 89,Gen 90,Gen 91,Gen 92,Gen 93,Gen 94,Gen 95,Gen 96,Gen 97,Gen 98,Gen 99
0,0.001,914,1199,1005,772.0,2429.0,2163.0,931.0,2443.0,2163.0,1204.0,1911.0,2520.0,791.0,2499.0,2779.0,910.0,2359.0,1792.0,557.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.005,1259,3334,1279,1659.0,812.0,1401.0,875.0,2597.0,1507.0,2732.0,944.0,848.0,573.0,1022.0,1479.0,519.0,2471.0,1323.0,1113.0,1785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1,551,848,1470,1486.0,2506.0,1673.0,2856.0,1044.0,1675.0,1568.0,2613.0,3327.0,3194.0,1099.0,805.0,2884.0,630.0,1603.0,2450.0,1477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.2,1766,798,1680,714.0,1383.0,1437.0,885.0,2597.0,224.0,469.0,2037.0,2737.0,1211.0,2128.0,1715.0,3129.0,1050.0,2023.0,1715.0,2898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.001,12949,46728,12628,15013.0,17172.0,18333.0,15352.0,15585.0,22722.0,18023.0,20496.0,23918.0,28618.0,21159.0,18211.0,27090.0,15237.0,24309.0,19954.0,17402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.001,18615,61951,124194,33597.0,28766.0,16702.0,14855.0,24081.0,17488.0,18715.0,22755.0,15142.0,16552.0,16271.0,22745.0,15509.0,25192.0,17700.0,17186.0,14274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.005,37970,29231,16524,20623.0,32327.0,70245.0,58780.0,20294.0,24583.0,13563.0,20855.0,26515.0,4045.0,13358.0,17571.0,12615.0,11024.0,18983.0,24988.0,19156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1,22556,28666,280421,16108.0,32110.0,22579.0,16358.0,6545.0,2040.0,3883.0,2544.0,4009.0,6730.0,3085.0,1565.0,6762.0,7844.0,4974.0,20973.0,8646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.001,1,1,100,23.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,77.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.005,0,14,2,11.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1,0,1,3,13.0,31.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.2,2,100,3,3.0,11.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1,0,1,1,3.0,20.0,6.0,6.0,4.0,10.0,3.0,10.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
